user_id,cluster,cluster_nome,media_renda,media_gasto,categoria_1,gasto_atual_1,economia_1,recomendacao_1,categoria_2,gasto_atual_2,economia_2,recomendacao_2,economia_total,pct_economia_renda,pct_economia_gasto,taxa_poupanca_atual,taxa_poupanca_projetada,melhoria_poupanca,categoria_3,gasto_atual_3,economia_3,recomendacao_3
user_0001,3,Poupadores,11614.32264520049,3834.969272478125,Transporte,486.08434013839735,72.9126510207596,Otimizar gastos com transporte,Telecomunicacoes,103.29667184019635,20.65933436803927,Revisar planos e assinaturas,93.57198538879886,0.8056602890007246,2.439967017736584,0.6698068936406817,0.6778634965306888,0.008056602890007092,,,,
user_0002,2,Endividados Severos,3615.436,7084.610157099638,Alimentacao_Fora,737.5422187190463,516.2795531033324,Cortar refeições fora de casa,Vestuario,362.1961212246782,325.9765091022104,Suspender compras de vestuário,842.2560622055428,23.296113171566105,11.888530822849866,-0.9595451716195884,-0.7265840399039272,0.23296113171566124,,,,
user_0003,3,Poupadores,6055.769376272927,3473.659978725899,Transporte,491.5894881683409,73.73842322525113,Otimizar gastos com transporte,Telecomunicacoes,102.17739214782793,20.43547842956559,Revisar planos e assinaturas,94.17390165481672,1.5551104377223959,2.7110857778704838,0.4263883310457586,0.4419394354229826,0.015551104377224012,,,,
user_0004,1,Em Alerta,2765.23,3815.7431790442943,Alimentacao_Fora,342.101634301799,205.2609805810794,Reduzir significativamente refeições fora,Lazer,89.536,44.768,Cortar gastos com lazer pela metade,362.00528454301536,13.09132638308623,9.487150144986556,-0.3799008324964991,-0.24898756866563682,0.13091326383086227,Vestuario,279.94075990484,111.976303961936,Reduzir gastos com vestuário
user_0005,3,Poupadores,6475.678303163232,6118.832497148885,Transporte,771.6252685527922,115.74379028291884,Otimizar gastos com transporte,Telecomunicacoes,149.63005110880164,29.92601022176033,Revisar planos e assinaturas,145.66980050467916,2.24949099824064,2.3806796569861177,0.0551055486866967,0.0776004586691032,0.022494909982406504,,,,
user_0006,1,Em Alerta,2178.502,2407.1540905056663,Alimentacao_Fora,195.52249965756405,117.31349979453843,Reduzir significativamente refeições fora,Lazer,66.258,33.129,Cortar gastos com lazer pela metade,193.92455346843002,8.901738601499105,8.056175308149577,-0.1049584028408816,-0.01594101682589061,0.089017386014991,Vestuario,108.70513418472895,43.482053673891585,Reduzir gastos com vestuário
user_0007,1,Em Alerta,4545.685277128111,3868.950083065446,Alimentacao_Fora,441.1665024720305,264.6999014832183,Reduzir significativamente refeições fora,Lazer,90.364,45.182,Cortar gastos com lazer pela metade,369.3289484936471,8.124824442905187,9.5459734699141,0.1488741856959827,0.23012243012503458,0.08124824442905187,Vestuario,148.61761752607197,59.44704701042879,Reduzir gastos com vestuário
user_0008,2,Endividados Severos,4023.312,6049.135772939992,Alimentacao_Fora,740.6491756338138,518.4544229436697,Cortar refeições fora de casa,Vestuario,252.9,227.61,Suspender compras de vestuário,746.0644229436697,18.543538829294615,12.333405149890833,-0.5035214203969245,-0.3180860321039787,0.1854353882929458,,,,
user_0009,1,Em Alerta,2083.7,2276.0647095137824,Alimentacao_Fora,179.802,107.88119999999999,Reduzir significativamente refeições fora,Lazer,87.94379950230784,43.97189975115392,Cortar gastos com lazer pela metade,188.23709975115392,9.033790840867397,8.270287701590238,-0.0923188124556234,-0.0019809040469495032,0.0903379084086739,Vestuario,90.96000000000001,36.38400000000001,Reduzir gastos com vestuário
user_0010,1,Em Alerta,3110.2760000000003,4518.163954199035,Alimentacao_Fora,382.1759833133729,229.30558998802374,Reduzir significativamente refeições fora,Lazer,215.60954700028705,107.80477350014353,Cortar gastos com lazer pela metade,394.06956348816726,12.669922652786031,8.721896050760437,-0.4526569199000458,-0.3259576933721855,0.1266992265278603,Vestuario,142.398,56.9592,Reduzir gastos com vestuário
user_0011,0,Endividados Moderados,1991.772,3799.668684285889,Alimentacao_Fora,513.6288991237823,359.5402293866476,Cortar drasticamente refeições fora,Vestuario,276.59236992770815,193.6146589493957,Cortar significativamente gastos com vestuário,553.1548883360433,27.77199841829503,14.5579768737127,-0.9076825481460168,-0.6299625639630669,0.27771998418294985,,,,
user_0012,1,Em Alerta,2234.46,2866.0445334345995,Alimentacao_Fora,232.10819328695592,139.26491597217355,Reduzir significativamente refeições fora,Lazer,77.71591494544043,38.857957472720216,Cortar gastos com lazer pela metade,225.1996734448938,10.078483098596251,7.857507823684089,-0.2826564509700776,-0.18187161998411505,0.10078483098596253,Vestuario,117.69200000000001,47.076800000000006,Reduzir gastos com vestuário
user_0013,0,Endividados Moderados,3451.132,6661.728861820724,Alimentacao_Fora,837.8912620105284,586.5238834073698,Cortar drasticamente refeições fora,Vestuario,245.49704249010384,171.84792974307268,Cortar significativamente gastos com vestuário,758.3718131504424,21.974581475018702,11.384008999477217,-0.930302538941056,-0.7105567241908688,0.21974581475018717,,,,
user_0014,3,Poupadores,8785.656337926252,4360.00758953444,Transporte,591.0229766326405,88.65344649489607,Otimizar gastos com transporte,Telecomunicacoes,254.79964977263845,50.959929954527695,Revisar planos e assinaturas,139.61337644942375,1.589105822939323,3.2021360876651963,0.5037357003468261,0.5196267585762193,0.015891058229393185,,,,
user_0015,1,Em Alerta,2055.314,2723.0905991581126,Alimentacao_Fora,199.424,119.6544,Reduzir significativamente refeições fora,Lazer,97.33882266658458,48.66941133329229,Cortar gastos com lazer pela metade,215.8278113332923,10.500965367495784,7.925840271345322,-0.3249024719133489,-0.21989281823839105,0.10500965367495788,Vestuario,118.76000000000002,47.50400000000001,Reduzir gastos com vestuário
user_0016,1,Em Alerta,3550.814,5022.978957600431,Alimentacao_Fora,378.0082963921855,226.8049778353113,Reduzir significativamente refeições fora,Lazer,150.02905216822708,75.01452608411354,Cortar gastos com lazer pela metade,376.19630391942485,10.594649675241364,7.489505870817756,-0.4145992883886429,-0.30865279163622955,0.10594649675241335,Vestuario,185.942,74.3768,Reduzir gastos com vestuário
user_0017,1,Em Alerta,3588.402,5228.922572885878,Alimentacao_Fora,360.66999999999996,216.40199999999996,Reduzir significativamente refeições fora,Lazer,210.01887123935012,105.00943561967506,Cortar gastos com lazer pela metade,394.77802883669585,11.001499520864604,7.549892417298028,-0.4571730182086285,-0.3471580229999823,0.11001499520864622,Vestuario,183.41648304255222,73.36659321702089,Reduzir gastos com vestuário
user_0018,1,Em Alerta,3793.058,4763.080667223247,Alimentacao_Fora,338.236,202.9416,Reduzir significativamente refeições fora,Lazer,198.11701350785415,99.05850675392708,Cortar gastos com lazer pela metade,385.92512811591894,10.174511650386545,8.102426876194464,-0.2557363128175858,-0.15399119631372038,0.10174511650386542,Vestuario,209.8125534049797,83.92502136199188,Reduzir gastos com vestuário
user_0019,1,Em Alerta,2651.415543182713,2664.081204186546,Alimentacao_Fora,186.348,111.8088,Reduzir significativamente refeições fora,Lazer,79.374,39.687,Cortar gastos com lazer pela metade,193.0494,7.280993750540772,7.2463782146215,-0.0047769430319586,0.06803299447344924,0.07280993750540783,Vestuario,103.88399999999999,41.553599999999996,Reduzir gastos com vestuário
user_0020,0,Endividados Moderados,2600.452,4068.151141131761,Alimentacao_Fora,337.662,236.36339999999996,Cortar drasticamente refeições fora,Vestuario,357.04878258194765,249.93414780736333,Cortar significativamente gastos com vestuário,486.2975478073633,18.700500828600692,11.95377287954142,-0.5644015506272607,-0.3773965423412535,0.1870050082860072,,,,
user_0021,0,Endividados Moderados,4559.4433889901375,3072.07916910776,Alimentacao_Fora,519.9094157319913,363.9365910123939,Cortar drasticamente refeições fora,Vestuario,105.72999999999999,74.01099999999998,Cortar significativamente gastos com vestuário,437.94759101239384,9.605286295908897,14.255739090851268,0.3262161832020927,0.4222690461611817,0.09605286295908899,,,,
user_0022,0,Endividados Moderados,2648.046,2298.27086588423,Alimentacao_Fora,211.08665554507348,147.76065888155142,Cortar drasticamente refeições fora,Vestuario,102.274,71.59179999999999,Cortar significativamente gastos com vestuário,219.3524588815514,8.283559231280401,9.544238763917777,0.1320880128652485,0.21492360517805262,0.08283559231280413,,,,
user_0023,3,Poupadores,6805.895871075749,7132.842982877308,Transporte,581.900887587946,87.28513313819191,Otimizar gastos com transporte,Telecomunicacoes,252.98841665130604,50.59768333026121,Revisar planos e assinaturas,137.88281646845311,2.0259319137461205,1.9330695600540577,-0.0480388060580012,-0.02777948692053999,0.020259319137461207,,,,
user_0024,3,Poupadores,8629.321938737558,5433.694830820188,Transporte,497.39387280496203,74.6090809207443,Otimizar gastos com transporte,Telecomunicacoes,140.48821053043568,28.097642106087136,Revisar planos e assinaturas,102.70672302683144,1.1902061802303914,1.8901820257603315,0.3703219245502943,0.38222398635259824,0.011902061802303965,,,,
user_0025,1,Em Alerta,3867.536,4745.284290658592,Alimentacao_Fora,311.794,187.07639999999998,Reduzir significativamente refeições fora,Lazer,153.5360956430165,76.76804782150825,Cortar gastos com lazer pela metade,348.3736384366798,9.007637897531653,7.3414703334524445,-0.2269528430138961,-0.13687646403857964,0.09007637897531645,Vestuario,211.32297653792904,84.52919061517161,Reduzir gastos com vestuário
user_0026,3,Poupadores,6219.1376997229245,4012.994270227194,Transporte,326.724,49.008599999999994,Otimizar gastos com transporte,Telecomunicacoes,104.83467632361558,20.96693526472312,Revisar planos e assinaturas,69.9755352647231,1.125164591030693,1.7437237771276826,0.3547346169218954,0.3659862628322025,0.011251645910307084,,,,
user_0027,1,Em Alerta,2244.984,3052.326323816421,Alimentacao_Fora,304.05555049301296,182.43333029580776,Reduzir significativamente refeições fora,Lazer,88.836,44.418,Cortar gastos com lazer pela metade,273.96253029580777,12.203317720563165,8.97553214275149,-0.3596205246079353,-0.23758734740230367,0.12203317720563164,Vestuario,117.77799999999999,47.1112,Reduzir gastos com vestuário
